question,answer,len_q1,len_q2,diff_len,len_char_q1,len_char_q2,len_word_q1,len_word_q2,common_words,fuzz_qratio,fuzz_WRatio,fuzz_partial_ratio,fuzz_partial_token_set_ratio,fuzz_partial_token_sort_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio,wmd,norm_wmd,cosine_distance,cityblock_distance,jaccard_distance,canberra_distance,euclidean_distance,minkowski_distance,braycurtis_distance,skew_q1vec,skew_q2vec,kur_q1vec,kur_q2vec
there are no dogs fighting for a frisbee in a lake,two dogs are fighting for a frisbee in a lake,50,45,5,15,16,11,10,8,84,90,87,100,96,95,91,0.6879977216677428,0.26769869761276244,0.027338678177080133,3.269480660208501,1.0,72.55020310317386,0.23383189978111582,0.10495518110793797,0.11740641039987058,0.03095640603884624,0.05998829520481504,-0.17611227053151657,-0.23905485450222885
there are no dogs fighting for a frisbee in a lake,two brown dogs are playing with a frisbee in the water,50,54,-4,15,17,11,11,5,60,62,60,100,62,65,60,2.074666160526344,0.7731897221828183,0.16401577244848864,7.908993218734395,1.0,123.91687939558697,0.5727403797419058,0.25903513713997456,0.29404459437223834,0.03095640603884624,0.0739409254152423,-0.17611227053151657,-0.36517615649583623
a girl in pink is twirling a ribbon,there is no girl in pink twirling a ribbon,35,42,-7,13,15,8,9,7,81,95,93,100,77,100,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6276808022781909,0.6276808022781909,1.4163090238988003,1.4163090238988003
there is no girl in pink twirling a ribbon,"the girl is wearing a white shirt and a pink skirt, and is standing in front of a house",42,87,-45,15,18,9,19,5,47,86,52,100,57,58,52,2.5195491788101196,0.8816150473857522,0.29287307531380924,10.438746213359991,1.0,152.861404578553,0.7653405206820052,0.34937709972741515,0.41143011926061623,0.6276808022781909,0.22279682725980632,1.4163090238988003,-0.06122316004136952
there is no child playing with a water spout outdoors with the rest of his family watching,a child is playing with a water spout outdoors and the rest of his family is watching,90,85,5,19,19,17,17,14,86,92,90,100,91,97,88,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.2016851511638981,0.2016851511638981,0.0783291485581401,0.0783291485581401
a child is watching someone playing outdoors and is spouting water over the rest of his family,a child is playing with a water spout outdoors and the rest of his family is watching,94,85,9,20,19,17,17,13,63,88,61,100,81,93,87,0.6228315913193045,0.22864865509625115,0.04207335799043688,3.927951777997805,1.0,80.09734619928847,0.2900805283853824,0.13234102239925757,0.14225547356888943,0.17296504448352337,0.2016851511638981,-0.20793792221680096,0.0783291485581401
a hose is being held by a boy next to a man and another boy is watching,a boy is holding a hose next to a man and another boy is watching,71,65,6,18,18,17,15,10,82,87,82,100,85,92,90,0.2326896757081151,0.10053787559866906,0.014619722805713997,2.318899485253496,1.0,55.19425606185717,0.17099546627975817,0.07852806586412549,0.08479103747555881,0.3263109432220602,0.27775564339440884,-0.05856321874186898,0.036309098462957934
there is no child playing with a water spout outdoors with the rest of his family watching,a boy is holding a hose next to a man and another boy is watching,90,65,25,19,18,17,15,3,50,50,49,100,51,50,45,2.6167234216833113,1.0312331637732537,0.39023539196711055,12.151796310092323,1.0,164.7004359499993,0.8834425988653195,0.39855185361073553,0.49320479773604026,0.2016851511638981,0.27775564339440884,0.0783291485581401,0.036309098462957934
a child is playing with a water spout outdoors and the rest of his family is watching,a boy is holding a hose next to a man and another boy is watching,85,65,20,19,18,17,15,4,57,57,54,100,49,54,51,2.6167234216833113,1.0312331637732537,0.39023539196711055,12.151796310092323,1.0,164.7004359499993,0.8834425988653195,0.39855185361073553,0.49320479773604026,0.2016851511638981,0.27775564339440884,0.0783291485581401,0.036309098462957934
a football player is running past an official carrying a football,a football player is carrying an official past a rolling football,65,65,0,16,15,11,11,8,80,90,80,100,95,94,95,0.3684662322616385,0.15772250262868412,0.03434774945204333,3.635007865173975,1.0,74.24880368817233,0.2620982716104606,0.11725954922231203,0.13018584572849937,-0.19256209491242263,-0.20210387424227608,-0.4661322657195446,-0.3835529860861513
a football player in a purple jersey is running with the ball for a touchdown,there is no football player in a purple jersey running with the ball for a touchdown,77,84,-7,20,20,15,16,13,91,95,97,100,88,100,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2567545494213496,0.2567545494213496,-0.29032450923683806,-0.29032450923683806
a football player in a purple jersey is running with the ball for a touchdown,a person playing football is running past an official carrying a football,77,73,4,20,16,15,12,4,49,53,49,100,56,56,55,2.6732444169122456,0.9010540826407222,0.3176629893859415,10.943358849501237,1.0,143.32665778616007,0.7970733758900231,0.3583064665645886,0.4175590164545029,0.2567545494213496,-0.2133981994787162,-0.29032450923683806,-0.4654642364151167
a football player in a purple jersey is running with the ball for a touchdown,a football player is running into an official carrying a football,77,65,12,20,16,15,11,5,59,65,58,100,63,68,58,2.2350728422566815,0.7130422121182205,0.27783101289129597,10.379387647779367,1.0,141.30406862068733,0.7454274069482817,0.33404478112367064,0.38912710696116354,0.2567545494213496,-0.13941890944513358,-0.29032450923683806,-0.49188343671960766
a football player in a purple jersey is running with the ball for a touchdown,a football player is running past an official carrying a football,77,65,12,20,16,15,11,5,58,65,57,100,62,68,56,2.2288988221379626,0.7257559483565993,0.2821374858550113,10.399106850090902,1.0,143.30343021258196,0.751182387900406,0.33912202882283154,0.39280162682480996,0.2567545494213496,-0.19256209491242263,-0.29032450923683806,-0.4661322657195446
a young girl in a blue leotard is jumping on the ground,a young girl in a blue leotard is jumping in the air,55,52,3,18,18,12,12,9,92,92,94,100,85,96,88,0.4741508674829336,0.19586056891830744,0.05196953410120131,4.45497133480967,1.0,95.2771516546586,0.3223958413861361,0.14501263299813297,0.16351257856030635,0.05464457009892896,0.2267833609594707,-0.033447056742167636,0.01780251612385264
a young girl in blue is jumping in the air,there is no girl in blue jumping in the air,42,43,-1,17,16,10,10,7,80,85,84,100,83,89,82,0.627292019037962,0.25912891107926367,0.04486626996808929,4.056126629293431,1.0,79.85265994808313,0.2995539031189515,0.13720156180876325,0.14783594653413695,0.23567129653891136,0.16334312984450247,-0.10280060151571657,-0.06209483056474152
a young girl in a blue leotard is jumping in the air,the young girl in blue is jumping in the air,52,44,8,18,17,12,10,8,85,95,77,100,86,100,88,0.6938377691020995,0.21463531906323488,0.08408321202228852,5.568506856958265,1.0,100.95111097326561,0.4100810027639683,0.18716375567242688,0.20499901828804762,0.2267833609594707,0.23567129653891136,0.01780251612385264,-0.10280060151571657
a young girl in a blue leotard is jumping in the air,there is no girl in blue jumping in the air,52,43,9,18,16,12,10,7,72,83,70,100,86,87,78,1.1994811224737618,0.41864589288125487,0.11249683239660135,6.593107051317929,1.0,115.95798281878157,0.47433497723593837,0.21195936850096014,0.2456372661453519,0.2267833609594707,0.16334312984450247,0.01780251612385264,-0.06209483056474152
a young girl in blue is jumping in the air,a young girl in a blue leotard is jumping on the ground,42,55,-13,17,18,10,12,8,80,90,76,100,76,95,80,1.1679886365850332,0.410495967818841,0.1522809796225011,7.588112035169615,1.0,127.71182900298578,0.5518713480761757,0.2487644929062773,0.2845363913212142,0.23567129653891136,0.05464457009892896,-0.10280060151571657,-0.033447056742167636
a young girl in a blue leotard is jumping in the air,a young girl in blue is jumping in the air,52,42,10,18,17,12,10,9,89,95,76,100,83,100,89,0.6938377691020995,0.21463531906323488,0.08408321202228852,5.568506856958265,1.0,100.95111097326561,0.4100810027639683,0.18716375567242688,0.20499901828804762,0.2267833609594707,0.23567129653891136,0.01780251612385264,-0.10280060151571657
a little boy is sitting in a green tunnel with a smile on his face,a little boy is crawling in a green tunnel with a smile on his face,66,67,-1,18,18,15,15,12,93,93,92,100,86,93,87,0.4221691301404375,0.15757205558980025,0.042489123737406875,4.108726424834458,1.0,85.25924097411277,0.2915102738669957,0.13092671969266564,0.15172014655214375,0.21817540830168353,0.20979147898280537,-0.09945919715414986,-0.11597086426636816
a small boy in a striped shirt is sliding out of a green tube,a little boy in a striped shirt is sliding out of a green tube,61,62,-1,18,17,14,14,11,94,94,93,100,89,94,89,0.3393728947700229,0.16199320537734024,0.02896040203234107,3.359776418583351,1.0,69.90629282106356,0.24066742368084268,0.10822780550808216,0.12196123950800333,0.3767018073710907,0.38188863345430274,0.16769847777960756,0.17198146845215012
a small boy in a striped shirt is sliding out of a green tube,a small shirtless boy is sliding into a green tube,61,50,11,18,16,14,10,7,72,80,72,100,82,84,79,1.0802835088524547,0.34978503523911364,0.14221468411373206,7.2400258343514,1.0,117.91171172089614,0.5333192163569823,0.2407583261117733,0.2715099733650602,0.3767018073710907,0.15980623017299683,0.16769847777960756,-0.059524285296579826
a small boy in a green shirt is striping a sliding tube,a small boy in a striped shirt is sliding out of a green tube,55,61,-6,17,18,12,14,9,74,86,71,100,87,90,90,0.5062722700085804,0.15217247219021895,0.06620611265067933,5.013567262896686,1.0,87.21134696993042,0.36388492720338833,0.16324115148402701,0.18179348883122942,0.30894037631713167,0.3767018073710907,-0.07755069594335895,0.16769847777960756
a little boy is sitting in a green tunnel with a smile on his face,a small shirtless boy is sliding into a green tube,66,50,16,18,16,15,10,4,60,63,70,100,66,65,66,2.4661266745616595,0.8783052591394453,0.32955228164875505,11.171398463793594,1.0,160.95999477947947,0.8118525319296762,0.3671728732463081,0.4443672675870116,0.21817540830168353,0.15980623017299683,-0.09945919715414986,-0.059524285296579826
"a boy, who is little, is sitting in a green tunnel with a smile on his face",a small boy in a striped shirt is sliding out of a green tube,75,61,14,19,18,17,14,4,50,59,54,100,64,62,60,3.0320970383499986,1.070663631850218,0.33393752764417584,11.20994965241698,1.0,158.28226779589806,0.8172362380775832,0.3696834335340768,0.4467195497331096,0.21817540830168353,0.3767018073710907,-0.09945919715414986,0.16769847777960756
a small boy in a striped shirt is sliding out of a green tube,a little boy is crawling in a green tunnel with a smile on his face,61,67,-6,18,18,14,15,5,47,55,49,100,57,58,55,2.3787648506666472,0.8486315763906196,0.32806026902487495,11.021980419769534,1.0,152.7758235852,0.8100126853057795,0.3670792187119549,0.4388757077014732,0.3767018073710907,0.20979147898280537,0.16769847777960756,-0.11597086426636816
the person is flying through the air on a bicycle,the person is not flying through the air on a bicycle,49,53,-4,17,17,10,11,9,96,96,92,100,92,100,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026657161411860794,-0.026657161411860794,-0.1971704928085387,-0.1971704928085387
there is no person on a bike jumping through the air with the sun flaring through the bike frame,a person on a bike is jumping through the air and the sun is flaring through the bike frame,96,91,5,19,19,19,19,12,87,92,92,100,90,97,88,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.018816249213846357,0.018816249213846357,-0.4468376442033084,-0.4468376442033084
a person on a bike is jumping through the air and the sun is flaring through the bike frame,the person is flying through the air on the bicycle,91,51,40,19,17,19,10,6,56,86,67,100,75,79,65,2.1669470541938542,0.7605127168018073,0.26625945411224505,10.00568003169792,1.0,144.05333393947228,0.7297389380819345,0.33123973530396156,0.38437968146137674,0.018816249213846357,-0.026657161411860794,-0.4468376442033084,-0.1971704928085387
a person on a bike is jumping through the air and the sun is flaring through the bike frame,the person is not flying through the air on a bicycle,91,53,38,19,17,19,11,7,53,86,64,100,60,76,64,2.1669470541938542,0.7605127168018073,0.26625945411224505,10.00568003169792,1.0,144.05333393947228,0.7297389380819345,0.33123973530396156,0.38437968146137674,0.018816249213846357,-0.026657161411860794,-0.4468376442033084,-0.1971704928085387
the bunch of men are playing rugby on a muddy field,the bunch of men are not playing rugby on a muddy field,51,55,-4,18,18,11,12,11,96,96,92,100,92,100,96,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.06252939463164993,-0.06252939463164993,-0.21620747193530931,-0.21620747193530931
the bunch of men are playing with the mud on a rugby field,the bunch of men are playing rugby on a muddy field,58,51,7,19,18,13,11,10,81,89,73,100,96,94,90,0.44257357345854287,0.14334519346566557,0.04213597100799782,4.04929338492002,1.0,86.8465315217349,0.2902962950560505,0.13052620039420038,0.14717310162041605,-0.1413884084449243,-0.06252939463164993,-0.20262792303808208,-0.21620747193530931
the bunch of men are playing rugby on a muddy field,rugby is being played by some men,51,33,18,18,15,11,7,2,43,86,48,100,62,52,52,2.110720014113369,0.7634567368349732,0.21571672666861752,9.12532260197986,1.0,137.14342073245734,0.6568359339680108,0.2976855468977045,0.3457015779555241,-0.06252939463164993,-0.02355451489929193,-0.21620747193530931,0.22448992627404296
the bunch of men are playing rugby on a muddy field,some men are idling,51,19,32,18,11,11,4,2,40,86,68,100,53,54,37,3.249310955611353,1.1047848059412144,0.6679485483803075,16.05540918907718,1.0,191.2561263640047,1.1558101774572773,0.516909683605293,0.6975550292740733,-0.06252939463164993,0.02487921297308413,-0.21620747193530931,0.11899985775897903
the bunch of men are not playing rugby on a muddy field,some men are playing rugby,55,26,29,18,14,12,5,4,57,86,85,100,71,89,57,1.7747188963112095,0.6434770530334217,0.16833843884611,8.113149819913815,1.0,123.80969547513399,0.5802386365326867,0.25924488371562304,0.30140246809005566,-0.06252939463164993,-0.03948828572279967,-0.21620747193530931,-0.24608420568176426
the bike rider is not looking at the accident of another bike rider,the bike rider is looking at an accident of another bike rider,67,62,5,16,16,13,12,9,93,93,89,100,94,97,91,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.10801343509614364,0.10801343509614364,0.03988282815828592,0.03988282815828592
a person is looking at a bike designed for motocross that is lying on its side and another is racing by,a person is looking at a motocross bike that is lying on its side and another is racing by,103,90,13,19,18,21,19,16,88,95,80,100,86,100,93,0.39977965110673813,0.15261363293248398,0.023268943430294953,3.0337238715910644,1.0,68.33875594692502,0.2157264151719998,0.09598864540586406,0.1091975672060451,0.1015254957095963,0.10100440619637292,-0.3749208844865066,-0.22567021437521673
the bike rider is looking at an accident of another bike rider,a person is looking at a motocross bike that is lying on its side and another is racing by,62,90,-28,16,18,12,19,5,51,65,56,100,61,68,62,2.20486134670392,0.7326562837474261,0.23271864078946447,9.44482646468532,1.0,141.61894492917685,0.6822296496914309,0.31021379162787477,0.36227471260845234,0.10801343509614364,0.10100440619637292,0.03988282815828592,-0.22567021437521673
a brown dog and a grey dog are fighting in the snow,a brown dog and a gray dog are playing in the snow,51,50,1,15,16,12,12,8,89,89,88,100,82,83,83,1.0667826826197662,0.39725424115016533,0.07321642110689797,5.289594409907295,1.0,97.91548979689043,0.38266547489272257,0.17223944059734078,0.19211037165013656,0.2134604667814315,0.130123548489996,-0.42025009002172453,-0.12035295910420851
there are no dogs playing in the snow,a brown dog and a gray dog are playing in the snow,37,50,-13,15,16,8,12,5,64,73,73,100,71,77,62,1.7739055907311634,0.6104558650368427,0.18346015477688227,8.281323447736213,1.0,128.35878691018277,0.6057394863100569,0.27299241845196087,0.31240934088865946,0.05811038487340228,0.130123548489996,-0.36079199587794886,-0.12035295910420851
a young woman is getting a tattoo on her hand,a girl is getting a tattoo on her hand,45,38,7,15,12,10,9,7,84,88,87,100,87,93,80,1.0366231280412674,0.3957212538034797,0.07156911003657684,5.280997173133073,1.0,94.43075664304652,0.37833611843123016,0.16975543753004477,0.19338114104182408,0.023705618141399647,0.008090559987237103,-0.29029050216131447,-0.09213897413573635
a tattoo is being drawn by the woman in the white sweater on the hand of a teenager,the woman in the white sweater is drawing a tattoo on the hand of a teenager,83,76,7,16,14,18,16,12,70,89,74,100,96,94,93,0.27407720103407746,0.11024725762023813,0.016442452144437958,2.543815906479722,1.0,59.10350336501868,0.18134195081720222,0.08068095578517169,0.0911418197099771,0.15940063718576922,0.10490066189017982,-0.3367050234448561,-0.2464319362636389
the woman in the white sweater is not drawing a tattoo on the hand of a teenager,the woman in the white sweater is drawing a tattoo on the hand of a teenager,80,76,4,14,14,17,16,13,97,97,95,100,95,100,97,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.10490066189017982,0.10490066189017982,-0.2464319362636389,-0.2464319362636389
the woman in the white sweater is not drawing a tattoo on the hand of a teenager,a girl is getting a tattoo on her hand,80,38,42,14,12,17,9,5,54,86,76,100,58,69,44,2.049113913056025,0.7580558539787221,0.1919955009309725,8.452045887213899,1.0,133.89724324988725,0.6196700606321954,0.28277997978368424,0.3206781006426321,0.10490066189017982,0.008090559987237103,-0.2464319362636389,-0.09213897413573635
a young woman is getting a tattoo on her hand,the woman in the white sweater is drawing a tattoo on the hand of a teenager,45,76,-31,15,14,10,16,6,58,86,67,100,60,74,53,1.7130110398120382,0.661286404173679,0.16243613902285325,7.823171422700398,1.0,125.80425818217297,0.5699756671253521,0.25830280325563587,0.29252887976979486,0.023705618141399647,0.10490066189017982,-0.29029050216131447,-0.2464319362636389
a girl is getting a tattoo removed from her hand,the woman in the white sweater is drawing a tattoo on the hand of a teenager,48,76,-28,15,14,10,16,4,48,86,60,100,56,57,44,2.1496607928127265,0.7922989771734783,0.23510925805699845,9.42043914887472,1.0,139.7247871371353,0.6857247946185144,0.3131606244777854,0.3591601076553909,-0.12032670757790445,0.10490066189017982,-0.04122743454470923,-0.2464319362636389
a woman in a purple top is walking a bicycle between two stone columns,there is no woman in a purple top walking a bicycle between two stone columns,70,77,-7,18,19,14,15,12,90,95,96,100,87,100,93,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.033238203704188146,0.033238203704188146,-0.22636148194302574,-0.22636148194302574
a girl dressed in purple and blue is slowly walking beside her bike at night,a girl dressed in purple and blue is walking beside her bike at night,76,69,7,18,16,15,14,14,95,95,90,100,93,100,95,0.40635518783278285,0.14920131657964789,0.021626305217948838,2.952566417300659,1.0,66.05345365196463,0.2079726211808335,0.09208095520771352,0.1057535354277676,0.38881755654786243,0.39983182728310696,-0.2024204773008207,-0.028428611448143126
a girl dressed in purple and blue is walking beside her bike at night,a naked girl is walking beside her bike at night,69,48,21,16,14,14,10,9,75,88,85,100,67,93,72,1.3422190774445562,0.46786457026974804,0.16542803537649298,7.840389492646864,1.0,120.62389015501127,0.575200929554639,0.26180192360379545,0.28986869334953574,0.39983182728310696,0.12010465249711892,-0.028428611448143126,-0.34680765857077844
a girl dressed in purple and blue is walking beside her bike at night,a woman in a top which is purple is walking a bicycle between two stone columns,69,79,-10,16,19,14,16,5,47,55,51,100,58,58,54,2.144410397555828,0.807496010940969,0.26444591336439804,10.209955346268544,1.0,148.43735068560784,0.7272495307371253,0.3225553634801724,0.3961397184111587,0.39983182728310696,0.033238203704188146,-0.028428611448143126,-0.22636148194302574
a girl dressed in purple and blue is walking beside her bike at night,a woman in a purple top is walking a bicycle between two stone columns,69,70,-1,16,18,14,14,5,50,56,51,100,55,59,55,2.144410397555828,0.807496010940969,0.26444591336439804,10.209955346268544,1.0,148.43735068560784,0.7272495307371253,0.3225553634801724,0.3961397184111587,0.39983182728310696,0.033238203704188146,-0.028428611448143126,-0.22636148194302574
a man is standing bare-chested beside a yellow canoe on some rocks with water in the background,a man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,95,107,-12,20,20,17,21,15,87,87,82,100,80,92,81,0.9028601085056114,0.32398329393279984,0.07808274094910594,5.487184294785948,1.0,96.95340683678822,0.3951778002201513,0.17979191863823468,0.20217013231037115,0.36578454024508,0.4733529019031848,0.030957708604787637,0.7816315738992472
a man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background,a man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,110,83,27,20,20,21,19,11,65,74,67,100,65,78,60,1.5745155579391705,0.5608467446145782,0.11890984027461393,6.846799684397411,1.0,116.27763149819043,0.4876675899808797,0.21866007247278427,0.25801981038687005,0.44782850184473044,0.6578110367143482,0.6324374116417526,0.6631229673936669
a man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,a man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,83,107,-24,20,20,19,21,12,69,79,73,100,71,83,67,1.3487322685195373,0.49354613258061697,0.10073139519297802,6.280594048187595,1.0,111.03707749511929,0.44884606041680997,0.20112100484847645,0.23608401944509078,0.6578110367143482,0.4733529019031848,0.6631229673936669,0.7816315738992472
the black dog is walking along a tree trunk bridge over water,the black dog is not walking along a tree trunk bridge over water,61,65,-4,18,18,12,13,12,97,97,93,100,93,100,97,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.11808543327168697,0.11808543327168697,-0.5904702066618066,-0.5904702066618066
a dog is crossing a river on a bridge made from a fallen tree,there is no dog crossing a river on a bridge made from a fallen tree,61,68,-7,16,17,14,15,11,88,95,93,100,93,100,91,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.1435765235703885,0.1435765235703885,-0.4245758984675283,-0.4245758984675283
a tree is falling over a bridge made over the river which a dog is crossing,a dog is crossing a river on a bridge made from a fallen tree,75,61,14,18,16,16,14,8,50,80,56,100,80,84,78,0.3391018320804612,0.11531645986116243,0.02449698969768277,3.1267364725790685,1.0,69.11297834217747,0.22134583146940617,0.0982844711722509,0.11133242240636607,0.14689350911697363,0.1435765235703885,-0.4696055563401278,-0.4245758984675283
the black dog is walking along a tree trunk bridge over water,there is no dog crossing a river on a bridge made from a fallen tree,61,68,-7,18,17,12,15,5,53,58,52,100,48,61,53,2.053775033027845,0.7593616383778201,0.2222587152945804,9.545521248670411,1.0,136.55348910477136,0.6667213916158298,0.29488088014990904,0.3499358826444903,0.11808543327168697,0.1435765235703885,-0.5904702066618066,-0.4245758984675283
the black dog is walking along a tree trunk bridge over water,a tree is falling over a bridge made over the river which a dog is crossing,61,75,-14,18,18,12,16,7,46,66,51,100,52,69,53,2.006230265180051,0.7538924334695271,0.2061028095134555,9.094610049200128,1.0,128.64474117597226,0.6420323895701091,0.28551566845600773,0.33144958169052546,0.11808543327168697,0.14689350911697363,-0.5904702066618066,-0.4696055563401278
the dog with the black coat is walking along a tree trunk bridge over water,a dog is crossing a river on a bridge made from a fallen tree,75,61,14,18,16,15,14,5,50,54,52,100,52,57,49,2.2434571378250623,0.810756994557183,0.2599668953032892,10.225398905444308,1.0,140.4670569252005,0.7210643333593938,0.31914535321174015,0.38008710214247904,0.038021043033831914,0.1435765235703885,-0.5342832608348291,-0.4245758984675283
a child in a green and white sports uniform is resting on the grass,a child in a green and white sports uniform is running over the grass,67,69,-2,18,19,14,14,11,93,93,91,100,91,92,93,0.4798281472041297,0.1858215796190391,0.061704602710142,4.7033413767385355,1.0,89.90361095229385,0.3512964796137773,0.16377552822982747,0.17103390667399784,0.16191708314891137,0.12128967806359776,-0.202117228473786,-0.23365271928764342
a little boy is proudly wearing a green soccer strip and is running on the grass,a little boy is wearing a green soccer strip and is running on the grass,80,72,8,18,18,16,15,13,95,95,89,100,89,100,95,0.39978807860614296,0.1490068917445116,0.02480438075419844,3.134402413961652,1.0,65.9785795483165,0.22273024399693903,0.10007800522286968,0.11285831418534797,0.2919598927945993,0.20293347067866582,-0.03417830697927915,-0.18074586633707845
a child in a green and white sports uniform is running over the grass,there is no little boy wearing a green soccer strip and running on the grass,69,76,-7,19,18,14,15,7,57,66,60,100,64,69,63,1.8035932450696628,0.6794818113690765,0.17931806628010882,8.231977584404376,1.0,130.33533006248302,0.5988623742698246,0.27299344688921895,0.3081914479740039,0.12128967806359776,0.20293347067866582,-0.23365271928764342,-0.18074586633707845
a child in a green and white uniform for sports is running over the grass,a little boy is wearing a green soccer strip and is running on the grass,73,72,1,19,18,15,15,7,61,67,60,100,67,71,66,1.8035932450696628,0.6794818113690765,0.17931806628010882,8.231977584404376,1.0,130.33533006248302,0.5988623742698246,0.27299344688921895,0.3081914479740039,0.12128967806359776,0.20293347067866582,-0.23365271928764342,-0.18074586633707845
a little boy is wearing a green soccer strip and is running on the grass,a child in a green and white sports uniform is resting on the grass,72,67,5,18,18,15,14,7,62,64,61,100,67,67,65,2.229630773134308,0.840579322797258,0.2181027648726055,8.95484444435715,1.0,134.13706595082692,0.6604585768087452,0.30348974145924223,0.33601366639576086,0.20293347067866582,0.16191708314891137,-0.18074586633707845,-0.202117228473786
a child in a green and white sports uniform is running over the grass,a little boy is wearing a green soccer strip and is running on the grass,69,72,-3,19,18,14,15,7,64,68,63,100,68,72,67,1.8035932450696628,0.6794818113690765,0.17931806628010882,8.231977584404376,1.0,130.33533006248302,0.5988623742698246,0.27299344688921895,0.3081914479740039,0.12128967806359776,0.20293347067866582,-0.23365271928764342,-0.18074586633707845
a girl in a black hat is wearing a bikini at the beach,a black girl with no bikini is wearing a hat at the beach,54,57,-3,14,15,13,13,10,70,92,73,100,91,97,88,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.22673971592467135,0.22673971592467135,0.002424012329881098,0.002424012329881098
a young lady in a bikini is lying on the beach,a lady who looks young is lying on the beach,46,44,2,16,17,11,10,8,71,83,70,100,77,87,76,0.8042006364202499,0.25994198282861714,0.10574541432151208,6.424225315771764,1.0,112.18677429564366,0.4598813179842966,0.20492557923148083,0.23838760120977256,-0.04491684811372196,-0.09524257496981757,-0.2790680726896868,-0.18601489319890474
a young lady in a bikini is lying on the beach,a young lady in a bikini is standing on the beach,46,49,-3,16,16,11,11,9,93,93,89,100,83,93,86,0.5995136669502259,0.2241051214508772,0.05789027320729645,4.5906438565434655,1.0,89.77862262208271,0.34026539579686316,0.15563852855190805,0.1682095397904645,-0.04491684811372196,-0.05508808999498963,-0.2790680726896868,-0.1750807546615185
a lady who looks young is lying on the beach,a girl in a black hat is wearing a bikini at the beach,44,54,-10,17,14,10,13,4,55,55,59,100,52,57,53,2.8161807839636834,0.9964480535876407,0.35639473572017777,11.715413372963667,1.0,158.30134137164578,0.8442686182086304,0.37942733931210787,0.4652524955941925,-0.09524257496981757,0.22673971592467135,-0.18601489319890474,0.002424012329881098
the girl in the black hat is wearing a bikini at the beach,a young lady in a bikini is lying on the beach,58,46,12,14,16,13,11,6,56,67,57,100,65,71,62,2.2347303893919594,0.796818232488163,0.201100906320679,8.59387803284335,1.0,131.2322616994109,0.6341938213507594,0.29085133489294956,0.32963177092784535,0.22673971592467135,-0.04491684811372196,0.002424012329881098,-0.2790680726896868
a young lady in a bikini is lying on the beach,a girl in a black hat is wearing a bikini at the beach,46,54,-8,16,14,11,13,6,62,67,59,100,63,71,64,2.2347303893919594,0.796818232488163,0.201100906320679,8.59387803284335,1.0,131.2322616994109,0.6341938213507594,0.29085133489294956,0.32963177092784535,-0.04491684811372196,0.22673971592467135,-0.2790680726896868,0.002424012329881098
the man is doing a handstand on the wet shore at the edge of the water at the beach,the man is doing a handstand on the wet sand at the edge of the water at the beach,83,82,1,16,16,19,19,13,96,96,95,100,95,96,96,0.49549326362091495,0.1692692924473775,0.049375776238713365,4.27052712488512,1.0,84.70415623872515,0.3142476043924635,0.1423966975966131,0.15584541461399082,0.0840107409134185,0.15252371846041782,-0.43943845042788743,-0.10159783922070753
a man is performing a handstand on the beach,a handstand is being performed by a man on the beach,44,52,-8,16,17,9,11,7,69,81,70,100,80,85,85,0.4896454441995621,0.1783434615508318,0.03764148411975876,3.80511793930782,1.0,76.30868354769109,0.274377427590678,0.12369473082550365,0.13938088926571598,-0.0930948388896856,-0.1552826131934973,0.04039674006381233,0.20883999628828231
a man is sitting on the beach,a man is performing a handstand on the beach,29,44,-15,12,16,7,9,6,68,86,69,100,66,84,68,1.9751838891336562,0.6531155439065052,0.34891872836769633,11.686044983682223,1.0,163.24891859051255,0.8353666426683157,0.3746818242566221,0.4667569602199939,0.03755508683610509,-0.0930948388896856,-0.1802783872242082,0.04039674006381233
